location,percentage_delayed,warehouse_status
DOIWALA,20.00,Ignore
"DomalgudaHub_HYD Hyderabad",20.00,Ignore
"ElasticRunSambalpurSplitODH_SBP Sambalpur",20.00,Ignore
"GACHIBOWLI PUD",20.00,Ignore
GADARWARA,20.00,Ignore
GHATSILA,20.00,Ignore
"VARANASI (VRNS)",20.00,Ignore
"Vashi Hub Mumbai",20.00,Ignore
"VPT/GJW, Gajuwaka, ANDHRA PRADESH",20.00,Ignore
HATHRAS,20.00,Ignore
"HYD/BRG-TML, Hyderabad, TELANGANA",20.00,Ignore
"ITANAGAR, ITANAGAR, ARUNACHAL PRADESH",20.00,Important
"Jaora, Jaora, MADHYA PRADESH",20.00,Ignore
"Jhajha, Jhajha, BIHAR",20.00,Ignore
JHALAWAR,20.00,Ignore
"Jharsuguda, Jharsuguda, ORISSA",20.00,Ignore
"JLB SERVICE CENTRE",20.00,Ignore
"KANDHAMAL OFFICE",20.00,Ignore
"Kankipadu, KANKIPADU, ANDHRA PRADESH",20.00,Ignore
"KatargaamHub_STV Surat",20.00,Ignore
"Kerur, Badami, KARNATAKA",20.00,Ignore
"KOCHI - KCI",20.00,Ignore
"Kozhikode, KERALA, IN",20.00,Ignore
"KunnamangalamHub_KNM Kozhikode",20.00,Ignore
"Kurkheda, Kurkhude, MAHARASHTRA",20.00,Ignore
"PERIYAPALAYAM REACH",20.00,Ignore
"RAJENDRA PLACE",20.00,Ignore
SAHAHAPUR,20.00,Ignore
"Shivapura, shivapura, KARNATAKA",20.00,Ignore
"MAA/POE, Chennai, TAMIL NADU",18.75,Ignore
SIDHI,18.75,Ignore
"KORAPUT OFFICE",18.75,Ignore
GUNC,18.57,Ignore
KULLU,18.52,Ignore
RANCHI,18.23,Ignore
SECB,18.18,Ignore
"IXG/STH-TML, Belgaum, KARNATAKA",18.18,Ignore
"MotherHub_COK Ernakulam",18.18,Ignore
CCUH,18.08,Ignore
KUSHKHERA,17.65,Ignore
Amroha,17.65,Ignore
CARH,17.65,Ignore
"DEHRADUN WAREHOUSE",17.39,Important
"Mumbai, MAHARASHTRA, IN",17.30,Ignore
"MAA/ROY-TML, Chennai, TAMIL NADU",17.24,Ignore
"Mumbai Central, Mumbai, MAHARASHTRA",17.14,Ignore
HOWA,17.11,Ignore
"Harda1, Harda, MADHYA PRADESH",16.67,Ignore
"Haridwar Hub Haridwar",16.67,Ignore
"HYD/CTL, Hyderabad, TELANGANA",16.67,Ignore
Itanagar,16.67,Ignore
"Jaysingpur, Jaysingpur, MAHARASHTRA",16.67,Ignore
"KANPUR, UTTAR PRADESH, IN",16.67,Ignore
"LoniHub_Pune Pune",16.67,Ignore
"LUD/DGR, Ludhiana, PUNJAB",16.67,Ignore
"Mandi Dabwali, MANDI DABWALI, PUNJAB",16.67,Ignore
MUDIGERE,16.67,Ignore
"Nirman Nagar, Jaipur, RAJASTHAN",16.67,Ignore
"CHHATRAPUR, CHHATRAPUR, ORISSA",16.67,Ignore
DWRK,16.67,Ignore
"Fatehpur KNP, Fatehpur, UTTAR PRADESH",16.67,Ignore
"GANAGAPETAHUB_KDP KADAPA",16.67,Ignore
ARANI,16.67,Ignore
"Bagalur, BAGALUR, KARNATAKA",16.67,Ignore
"Bahadurgarh, Bahadurgarh, HARYANA",16.67,Ignore
"Bhota, Bhota, HIMACHAL PRADESH",16.67,Ignore
"ParvatPatiya Hub Surat",16.67,Ignore
"PeoplesCampusHub_BHO Madhya Pradesh",16.67,Ignore
RAMNAGARA,16.67,Ignore
RJCX,16.67,Important
"SAHEBGANJ OFFICE",16.67,Ignore
"Sidhi, Sidhi, MADHYA PRADESH",16.67,Ignore
SRICITY,16.67,Ignore
"Sundergarh, SUNDERGARH, ORISSA",16.67,Ignore
"THOPPUMPADI, THOPPUMPADI, KERALA",16.67,Ignore
"Tilda, Tilda, CHHATTISGARH",16.67,Ignore
"Wadi Hub Nagpur",16.67,Ignore
"WarjeHub_PUNE Warje",16.67,Ignore
YESHWANTPUR,16.67,Ignore
JAIH,16.36,Ignore
"BOM/MLD, Mumbai, MAHARASHTRA",16.00,Ignore
CGDM,16.00,Ignore
MPUM,15.89,Ignore
"UDI AIR HUB",15.79,Ignore
"JAMSHEDPUR E-TAIL CENTRE",15.79,Ignore
"NATIONAL HIGHWAY HUB",15.56,Ignore
CALP,15.56,Ignore
CHOS,15.56,Ignore
BANSWADA,15.38,Ignore
"MAA/MDV-EHV, Chengalpet, TAMIL NADU",15.38,Ignore
"MotherHub_LKO Lucknow",15.38,Ignore
"HYD/BRB, Hyderabad, TELANGANA",15.31,Ignore
AIZAWL,15.22,Ignore
"BLR/FC1, BANGALORE, KARNATAKA",15.22,Ignore
"MUMBAI - MUM",15.15,Ignore
"BLR/BTM-TML, BANGALORE, KARNATAKA",15.00,Ignore
SURM,14.81,Important
HMNG,14.81,Ignore
"SAROLI ETAIL OPERATIONS",14.55,Important
"PASCHIM VIHAR",14.29,Ignore
"Pimpri Hub Pune",14.29,Ignore
"Pithampur, Pithampur, MADHYA PRADESH",14.29,Ignore
PURANPUR,14.29,Ignore
"RAIPUR, CHHATTISGARH, IN",14.29,Ignore
"Rajnandgaon1, Rajnandgaon, CHHATTISGARH",14.29,Ignore
"SALEM/KDMPT, Salem, TAMIL NADU",14.29,Ignore
SHIRDI,14.29,Ignore
"TADEPALLIGUDEM REACH",14.29,Important
"THALAYOLAPARAMBU, Kottayam, KERALA",14.29,Ignore
"TRANSPORT NAGAR LUCKNOW (LCKT)",14.29,Ignore
"Trichy Hub Trichy",14.29,Ignore
"TRICHY, Trichy, TAMIL NADU",14.29,Ignore
"VIJAYAWADA COUNTER",14.29,Ignore
"VIJAYWADA WAREHOUSE",14.29,Ignore
"Wadi1, Nagpur, MAHARASHTRA",14.29,Ignore
WANAPARTHY,14.29,Ignore
MAAH,14.29,Ignore
"Mansa, Mansa, PUNJAB",14.29,Ignore
"Nadiad, Nadiad, GUJARAT",14.29,Ignore
"Nagod, NAGOD, MADHYA PRADESH",14.29,Ignore
"Naraingarh, Naraingarh, HARYANA",14.29,Ignore
OMERGA,14.29,Ignore
AIL,14.29,Ignore
"Allagadda, Allagadda, ANDHRA PRADESH",14.29,Ignore
"AMB OFFICE",14.29,Ignore
AMBUR,14.29,Ignore
"Bagha Purana, Bagha Purana, PUNJAB",14.29,Ignore
"Calangute, Mapusa Goa, GOA",14.29,Ignore
"CHANDIGARH (CARH)",14.29,Ignore
"COK/KAD-TML, Cochin, KERALA",14.29,Ignore
"Dabolim, Goa, GOA",14.29,Ignore
"Dahina, DAHINA, HARYANA",14.29,Ignore
DHAMNOD,14.29,Ignore
ERANDOL,14.29,Ignore
GNON,14.29,Ignore
"HawamahalHub_JAI Jaipur",14.29,Ignore
"Himmat Nagar, Himmat Nagar, GUJARAT",14.29,Ignore
"HSR Hub Bengaluru",14.29,Ignore
"HYD/NAL-TML, Hyderabad, TELANGANA",14.29,Ignore
INDAPUR,14.29,Ignore
"JAI/BTS Jaipur",14.29,Ignore
"JAI/PKM1, Jaipur, RAJASTHAN",14.29,Ignore
"K R Nagar, K R NAGAR, KARNATAKA",14.29,Ignore
"Kadodara, Surat, GUJARAT",14.29,Ignore
KAKAPALAYAM,14.29,Ignore
"Kanti, Kanti, BIHAR",14.29,Ignore
"Kasargode, Kasargode, KERALA",14.29,Ignore
"Kavali, KAVALI, ANDHRA PRADESH",14.29,Ignore
"Konni, Pathanamthitta, KERALA",14.29,Ignore
"KORAPUT TOWN",14.29,Ignore
"MotherHub_BLR Bengaluru",14.21,Ignore
"JOGESHWARI COUNTER",14.12,Ignore
"SANGHVI PUD CENTRE",13.79,Ignore
HARDOI,13.64,Ignore
PORUR,13.56,Ignore
JMUN,13.43,Ignore
"HYDERABAD, TELANGANA, IN",13.33,Ignore
"Majra, Dehradun, UTTARAKHAND",13.33,Ignore
"AMBALA HUB",13.33,Ignore
KARUNAGAPALLY,13.04,Ignore
"Najibabad, NAJIBABAD, UTTAR PRADESH",13.04,Ignore
"NOIDA KHODA CENTER",13.04,Ignore
"NAVIMUMBAI ETAIL W/HOUSE",12.57,Important
NOHAR,12.50,Ignore
"NOIDA E-TAIL AGENT",12.50,Ignore
"NORTH LAKHIMPUR OFFICE",12.50,Ignore
"PALAKOLLU REACH",12.50,Ignore
PANNA,12.50,Ignore
CHERPULASERRY,12.50,Ignore
CHITRAKOOT,12.50,Ignore
"CJB/EDP-TML, Coimbatore, TAMIL NADU",12.50,Ignore
"DELHI HUB (DELW)",12.50,Ignore
"ElasticRunJublieehillsODH_HYD Hyderabad",12.50,Ignore
"FAR COD PROCESSING CENTRE",12.50,Important
"GOA, GOA, IN",12.50,Ignore
"PARLI VAIJNATH",12.50,Ignore
PITHAMPUR,12.50,Ignore
SHAHPURA,12.50,Ignore
Shikrapur,12.50,Ignore
"Siwani, Siwani, HARYANA",12.50,Ignore
SNPD,12.50,Ignore
Sonbhadra,12.50,Ignore
"TUPIA, JAMUGURI, ASSAM",12.50,Ignore
VARKALA,12.50,Ignore
"HYD/SRN-TML, Hyderabad, TELANGANA",12.50,Ignore
"HYD/VAP, Hyderabad, TELANGANA",12.50,Ignore
"JAKHAL MANDI",12.50,Ignore
"ANNA NAGAR",12.50,Ignore
ANUGUL,12.50,Ignore
BALRAMPUR,12.50,Ignore
"BALURGHAT ULTRA FRUGAL",12.50,Ignore
"BAREJA EPU",12.50,Important
BIKANER,12.50,Ignore
MKPV,12.37,Ignore
"BENGALURU ETAIL HUB",12.35,Important
"GURGAON C W",12.31,Ignore
Gadchiroli,11.76,Ignore
"JAI/KNK, Jaipur, RAJASTHAN",11.76,Ignore
"KalyanWest, Kalyan, MAHARASHTRA",11.76,Ignore
MORN,11.76,Ignore
KOMP,11.59,Ignore
KATHUA,11.54,Ignore
AGRA,11.54,Ignore
"CHENNAI AIRPORT HUB",11.39,Important
CBVS,11.27,Ignore
"AIR HUB IN RAW",11.11,Important
"Ballabgarh, Delhi NCR, DELHI",11.11,Ignore
Bhimavaram,11.11,Ignore
"BIJAYNAGAR, Bijaynagar, ASSAM",11.11,Ignore
"BLR/AMB-TML, BANGALORE, KARNATAKA",11.11,Ignore
BUTC,11.11,Ignore
Chennai,11.11,Ignore
"Dehlon, Dehlon, PUNJAB",11.11,Ignore
DHARMANAGAR,11.11,Ignore
"ElasticrunPadmaraonagarODH_HYD Hyderabad",11.11,Ignore
GANDIPET,11.11,Ignore
"GDD SFC/APEX CENTRE",11.11,Ignore
GHAZIABAD,11.11,Ignore
"GHAZIABAD GT RD EXPANSION",11.11,Ignore
"GREATER NOIDA PUD",11.11,Ignore
"PEENYA E-TAIL",11.11,Ignore
"PNQ/JMR, PUNE, MAHARASHTRA",11.11,Ignore
PRGN,11.11,Ignore
SABG,11.11,Ignore
SAMBA,11.11,Ignore
"Sarath, SARATH, JHARKHAND",11.11,Ignore
SINGRAULI,11.11,Ignore
"LAST MILE MANESAR",11.11,Ignore
Lucknow,11.11,Important
LUNAWADA,11.11,Ignore
"MAA/MDM-TML, Chennai, TAMIL NADU",11.11,Ignore
"MAHABUBABAD REACH",11.11,Ignore
"MotherHub_DEL JHAJJHAR",11.11,Ignore
"NORTH KOLKATA PUD",11.11,Ignore
"HYD COD PROCESSING CENTRE",11.11,Important
"SUNDERGARH OFFICE",11.11,Ignore
TADEPALLI,11.11,Ignore
THNM,11.11,Ignore
"Tibbi, TIBBI, RAJASTHAN",11.11,Ignore
VKND,11.11,Important
"AMBEDKAR CHOWK PUD CENTER",10.87,Ignore
"GURGAON CPC",10.82,Important
PURBALOK,10.79,Important
GBTE,10.77,Ignore
"MANESAR WAREHOUSE",10.71,Ignore
"CHIKU WADI",10.70,Important
"PUNE, MAHARASHTRA, IN",10.67,Ignore
"BIAL HUB",10.65,Important
"Begusarai, Begusarai, BIHAR",10.53,Ignore
CTHR,10.53,Ignore
"VIKAS NAGAR",10.53,Ignore
"MAA/ICF-TML, Chennai, TAMIL NADU",10.53,Ignore
"Cochin Transport Centre Cochin",10.34,Ignore
MFPE,10.17,Ignore
"DELHI CONTINGENCY HU",10.13,Important
"PUNE WAREHOUSE",10.00,Ignore
"RAIPUR/HUB, Raipur, CHHATTISGARH",10.00,Ignore
"Damoh, Damoh, MADHYA PRADESH",10.00,Ignore
DHANGDHRA,10.00,Ignore
DHEKIAJULI,10.00,Ignore
"GACHIBOWLI E-TAIL CENTRE",10.00,Ignore
"GAU/BEL-TML, Guwahati, ASSAM",10.00,Ignore
"GUINDY SURFACE PUD",10.00,Ignore
Srinagar,10.00,Ignore
"TOLICHOWKI E-TAIL CENTRE",10.00,Ignore
VIJAYPUR,10.00,Ignore
VIRUDHACHALAM,10.00,Ignore
"Waraseoni, WARASEONI, MADHYA PRADESH",10.00,Ignore
WARUD,10.00,Ignore
"Lehragaga, Lehragaga, PUNJAB",10.00,Ignore
"LUD/LUD, Ludhiana, PUNJAB",10.00,Ignore
"MAA/POE-EHV, Chennai, TAMIL NADU",10.00,Ignore
"Margao, Margao, GOA",10.00,Ignore
MELAGHAR,10.00,Ignore
"Motherhub_PAT_BTS Patna",10.00,Ignore
"Nagina, Nagina, UTTAR PRADESH",10.00,Ignore
"Palampur, PALAMPUR, HIMACHAL PRADESH",10.00,Ignore
"Agra Hub Agra",10.00,Ignore
AUND,10.00,Ignore
BANNERGHATA,10.00,Ignore
"Bayana, Bayana, RAJASTHAN",10.00,Ignore
BDDN,10.00,Ignore
"Bijapur, Bijapur, KARNATAKA",10.00,Ignore
Haflong,10.00,Ignore
"HajipurTown, Hajipur Town, BIHAR",10.00,Ignore
"HYD/BWN-TML, Hyderabad, TELANGANA",10.00,Ignore
Jaipur,10.00,Important
KAROND,10.00,Ignore
KARTARPUR,10.00,Ignore
KATRA,10.00,Ignore
KHARIAR,10.00,Ignore
"Kotdwar, KOTDWAR, UTTARAKHAND",10.00,Ignore
Kottarakkara,10.00,Ignore
"Kurud, Dhamtari, CHHATTISGARH",10.00,Ignore
"SLG/HUB, SILIGURI, WEST BENGAL",9.84,Ignore
"CHENNAI, TAMIL NADU, IN",9.82,Ignore
"AIR HUB IN BBW",9.79,Ignore
"MAA/ASN-TML, Chennai, TAMIL NADU",9.76,Ignore
KHND,9.73,Ignore
"PNQ/DPR, PUNE, MAHARASHTRA",9.68,Ignore
"HYD/ABS, Hyderabad, TELANGANA",9.52,Ignore
KAKKANAD,9.52,Ignore
"SXR/RNW, Srinagar, JAMMU AND KASHMIR",9.52,Ignore
"PARVATI SERVICE CENTER",9.43,Important
"CHENNAI GROUND WAREH",9.38,Ignore
BHWE,9.35,Ignore
"KOLKATA HUB",9.33,Important
"BANER SERVICE CENTRE",9.30,Important
NSKH,9.30,Ignore
"LUH/LUH Ludhiana",9.29,Ignore
MSRS,9.14,Ignore
MANCHERIAL,9.09,Ignore
"Meerut1, Meerut, UTTAR PRADESH",9.09,Ignore
"MotherHub_PUNE Pune",9.09,Ignore
NGPR,9.09,Ignore
"Ahmedabad, Gujrat, IN",9.09,Ignore
"Amritsar, Punjab, IN",9.09,Ignore
ASSAND,9.09,Ignore
"Sudhar, SUDHAR, PUNJAB",9.09,Ignore
"TALCHER, TALCHER, ORISSA",9.09,Ignore
"TRL/SA-TNR, Tiruvallur, TAMIL NADU",9.09,Ignore
UPPL,9.09,Ignore
VILLUPURAM,9.09,Ignore
"JALPAIGURI OFFICE",9.09,Ignore
KARAKULAM,9.09,Ignore
SANASWADI,9.09,Ignore
"Sanathnagar1_HYD Hyderabad",9.09,Ignore
SHAMSHABAD,9.09,Ignore
"SIVSAGAR, SIVSAGAR, ASSAM",9.09,Ignore
"SOMARAM PUD",9.09,Ignore
"COD PROCESSING CENTRE III",9.09,Important
"Dabra, Dabra, MADHYA PRADESH",9.09,Ignore
"DEL/WDL-EHV1, New Delhi, DELHI",9.09,Ignore
"ElasticRunJaripatkaODH_NAG Nagpur",9.09,Ignore
SPET,8.96,Ignore
"UDAIPUR E-TAIL",8.92,Important
"IND WAREHOUSE",8.89,Ignore
RATNAGIRI,8.82,Ignore
"Vadodara/WGD, VADODARA, GUJARAT",8.70,Ignore
CJAM,8.70,Ignore
"BANGALORE HUB",8.70,Ignore
MOSHI,8.62,Ignore
MNPL,8.47,Ignore
"LUCKNOW SERVICE CENTRE",8.33,Ignore
"MAA/RPM-TML, Chennai, TAMIL NADU",8.33,Ignore
MHOW,8.33,Ignore
MOODBIDRI,8.33,Ignore
PALSANA,8.33,Ignore
"CHARKHI DADRI",8.33,Ignore
DODBALLAPURA,8.33,Ignore
"GURUGRAM PATAUDI",8.33,Ignore
"AMBKP/AMBIKAPUR, Ambikapur, CHHATTISGARH",8.33,Ignore
"ATQ/HUB, AMRITSAR, PUNJAB",8.33,Ignore
"BOKARO, Bokaro, JHARKHAND",8.33,Ignore
TOLICHOWKI,8.33,Ignore
"VAPI, Vapi, GUJARAT",8.33,Ignore
"VijayanagarHub_BLR Bengaluru",8.33,Ignore
"PANVEL WAREOUSE",8.33,Ignore
"PNQ/WKD, PUNE, MAHARASHTRA",8.33,Ignore
"SakinakaSplitHub_MUM Mumbai",8.33,Ignore
"SARKHEJ PUD",8.33,Ignore
"SIRSILLA REACH",8.33,Ignore
"HYD/MLK, Hyderabad, TELANGANA",8.33,Ignore
"Kannur/HUB, Kannur, KERALA",8.33,Ignore
"SALT LAKE BDEL",8.21,Ignore
WTFD,8.21,Ignore
"NOIDA, UTTAR PRADESH, IN",8.20,Ignore
"SRM COLLEGE",8.16,Ignore
"NGP/VKN, Nagpur, MAHARASHTRA",8.11,Ignore
CBVN,8.11,Ignore
PIRANGUT,8.11,Ignore
"BENGALURU HUB",8.02,Ignore
"Panipat, Panipat, HARYANA",8.00,Ignore
CJBS,7.95,Ignore
LPRL,7.86,Ignore
"Mehsana1, Mehsana, GUJARAT",7.69,Ignore
PALAMPUR,7.69,Ignore
"JAIPUR - JAI",7.69,Ignore
"TALEGAON PUD CENTRE",7.69,Ignore
VIJAYAPURA,7.69,Ignore
"Chembur Hub Mumbai",7.69,Ignore
CHIKHLI,7.69,Ignore
"Dasuya, Mukerian, PUNJAB",7.69,Ignore
DHARMAPURI,7.69,Ignore
"EMBASSY GOLF LINK",7.69,Ignore
GARHSHANKER,7.69,Ignore
GUNA,7.69,Ignore
"RAM NAGAR -UTTARANCHA",7.69,Ignore
"RPR/BHT, Raipur, CHHATTISGARH",7.69,Ignore
SANGAMNER,7.69,Ignore
SHMH,7.69,Ignore
"BLR/SRN-TML, BANGALORE, KARNATAKA",7.50,Ignore
"Sakinaka, Mumbai, MAHARASHTRA",7.41,Ignore
RKTM,7.32,Important
Bengaluru,7.32,Ignore
IXBH,7.30,Ignore
HRDN,7.27,Ignore
"KHARAR E-TAIL",7.26,Important
"DEL/IPX, New Delhi, DELHI",7.14,Ignore
GUMMIDIPOONDI,7.14,Ignore
"MAA/TVD-TML, Chennai, TAMIL NADU",7.14,Ignore
"Nizamabad, Nizamabad, TELANGANA",7.14,Ignore
"Vadodara/KRB, VADODARA, GUJARAT",7.14,Ignore
BEAS,7.14,Ignore
"Bediya, Bediya, MADHYA PRADESH",7.14,Ignore
"BHAVNAGAR SERVICE CENTRE",7.14,Ignore
BUNDI,7.14,Ignore
"Phagwara, PHAGWARA, PUNJAB",7.14,Ignore
PITHORAGARH,7.14,Ignore
"RajpurroadHub_DED Dehradun",7.14,Ignore
SARKAGHAT,7.14,Ignore
CCJH,7.00,Ignore
MLRE,6.98,Ignore
"ROHTAK, Rohtak, HARYANA",6.98,Ignore
GOIH,6.96,Ignore
"BUND GARDEN",6.86,Ignore
ADHR,6.83,Ignore
DALE,6.80,Ignore
"VIJ/LH1, Vijayawada, ANDHRA PRADESH",6.76,Important
KPHB,6.69,Ignore
"Hubli, Hubli, KARNATAKA",6.67,Ignore
JADCHERALA,6.67,Ignore
"KarelibaghHub_BDQ Vadodara",6.67,Ignore
"CHHINDWARA EXPANSION",6.67,Ignore
"Coimbatore Sort Facility Coimbatore",6.67,Ignore
"GAUAIRPORT SERVICE CENTRE",6.67,Ignore
Pathanamthitta,6.67,Ignore
"SaroornagarHub_HYD Hyderabad",6.67,Ignore
SLTE,6.67,Ignore
Sonipat,6.67,Ignore
"SOUTH DEL WAREHOUSE",6.67,Ignore
"LKO/HZG, Lucknow, UTTAR PRADESH",6.67,Ignore
"MAA/MVL-TML, Chennai, TAMIL NADU",6.67,Ignore
MIDNAPORE,6.67,Ignore
"NZB/HUB, Nizamabad, TELANGANA",6.67,Ignore
AMRT,6.56,Ignore
"COTTON GREEN",6.32,Ignore
"HYD/SEC, Hyderabad, TELANGANA",6.25,Ignore
ICHALKARANJI,6.25,Ignore
KHAMMAM,6.25,Ignore
"Vidyanagar Hub Bhopal",6.25,Ignore
"AMD/ASV, Ahmedabad, GUJARAT",6.25,Ignore
"BLR/RMN-TML, BANGALORE, KARNATAKA",6.25,Ignore
"COD PROCESSING CENTRE I",6.25,Important
Manmad,6.25,Ignore
MRGO,6.25,Ignore
"Noida/SPR, Delhi NCR, DELHI",6.25,Ignore
TALEGAON,6.17,Ignore
"HYDERABAD HUB",6.06,Important
"JMD/HUB, Jamshedpur, JHARKHAND",6.06,Ignore
TARAPUR,6.06,Ignore
BEED,6.06,Ignore
BORV,6.04,Ignore
Dharwad,6.03,Important
CAHM,5.91,Ignore
"AHMEDABAD - AHD",5.88,Ignore
"AIROLI SERVICE CENTRE",5.88,Ignore
"BHIWANDI APEX/SFC",5.88,Ignore
"DKU, Kalyan, MAHARASHTRA",5.88,Ignore
EDAPPALLY,5.88,Ignore
"GAU/KYQ, Guwahati, ASSAM",5.88,Ignore
KALKA,5.88,Ignore
"SARKHEJ TEMP WARE HOUSE",5.88,Ignore
"ZIENUOBADZE, Kohima, NAGALAND",5.88,Ignore
MALEGAON,5.88,Ignore
"MANGALORE COUNTER",5.88,Ignore
SMGD,5.83,Ignore
TRVH,5.83,Ignore
VAPM,5.77,Ignore
IXCH,5.73,Ignore
SILCHAR,5.71,Ignore
BHUJ,5.66,Ignore
"KONA WAREHOUSE",5.65,Ignore
"DEL/LH1, Gurgaon, HARYANA",5.64,Important
GAUH,5.63,Ignore
GAUE,5.56,Ignore
JPNG,5.56,Important
"ADR BRANCH ETAIL",5.56,Ignore
ANTARIKSH,5.56,Ignore
"BOM/SA-BND, Mumbai, MAHARASHTRA",5.56,Ignore
"VIJ/VIJ, Vijayawada, ANDHRA PRADESH",5.56,Ignore
NLRC,5.56,Ignore
"NOIDA, Delhi NCR, DELHI",5.56,Ignore
HSRL,5.55,Ignore
"JAIPUR, RAJASTHAN, IN",5.45,Ignore
VASM,5.44,Ignore
"DEL/GGN, Delhi NCR, DELHI",5.36,Ignore
"MARAIMALAI NAGAR",5.26,Ignore
"MPC SERVICE CENTRE",5.26,Ignore
NEELAMBUR,5.26,Ignore
"BANASWADI PUD CENTRE",5.26,Ignore
"BIHARSHARIF OFFICE",5.26,Ignore
"Canacona, Goa, GOA",5.26,Ignore
Patan,5.26,Ignore
"THN/RBD-TML, Thane, MAHARASHTRA",5.26,Ignore
VANASTHALIPURAM,5.26,Ignore
CHBR,5.26,Ignore
"Jagdalpur, Jagdalpur, CHHATTISGARH",5.26,Ignore
KADAPA,5.26,Ignore
Bangalore,5.22,Ignore
VASAI,5.15,Important
"Bangalore, KARNATAKA, IN",5.15,Ignore
"AMBALA AIR HUB",5.07,Important
"BLR/HOS-TML, BANGALORE, KARNATAKA",5.06,Ignore
RPUR,5.03,Ignore
HTCY,5.01,Ignore
JEEDIMETLA,5.00,Ignore
"PAT/ARP, Patna, BIHAR",5.00,Ignore
"PAT/LH1, Patna, BIHAR",5.00,Ignore
"SHIMLA, Shimla, HIMACHAL PRADESH",5.00,Ignore
"LAKHIMPUR KHERI",5.00,Ignore
"MADHURAWADA REACH",5.00,Ignore
MDME,5.00,Ignore
THALAYOLAPARAMBU,5.00,Ignore
"VasantKunj Hub Delhi",5.00,Ignore
COKH,5.00,Ignore
"Bangalore, KA, IN",4.92,Ignore
"BLR/HUL-TML, BANGALORE, KARNATAKA",4.88,Ignore
"RAIPUR HUB",4.88,Important
OKHL,4.88,Important
Raipur,4.85,Ignore
RANIPET,4.76,Ignore
"DEL/APT, Delhi NCR, DELHI",4.76,Ignore
DOBBASPET,4.76,Ignore
GAJUWAKA,4.76,Ignore
"Tumkur, Tumkur, KARNATAKA",4.76,Ignore
"VesuHub_STV Surat",4.76,Ignore
"DEL/JWN, New Delhi, DELHI",4.71,Ignore
PATH,4.69,Ignore
NNPM,4.69,Important
"UNNAO, UTTAR PRADESH, IN",4.67,Ignore
DHARAVI,4.65,Ignore
"LAKE AREA NUNGAMBAKKAM",4.65,Ignore
"M I ROAD OFFICE",4.65,Ignore
"BENGALURU, KARNATAKA, IN",4.62,Ignore
ALVA,4.58,Ignore
SONP,4.57,Ignore
SIDM,4.55,Ignore
KADM,4.55,Ignore
KALOOR,4.55,Ignore
"AMD/BPL-TML, Ahmedabad, GUJARAT",4.55,Ignore
"MALDA COD CENTRE",4.55,Ignore
CTMK,4.53,Ignore
JAYANAGAR,4.49,Ignore
"INDIRA NAGAR COUNTER",4.44,Ignore
DHENKANAL,4.35,Ignore
"Goregaon Hub Mumbai",4.35,Ignore
"MANPADA SERVICE CENTRE",4.35,Ignore
"New Delhi, Delhi, IN",4.35,Ignore
"NGP PUD CENTER",4.35,Ignore
RHNI,4.35,Ignore
"RSC/Ujjain, Ujjain, MADHYA PRADESH",4.35,Ignore
"SagarpurHub_DEL Delhi",4.35,Ignore
"UttamNagar Hub Delhi",4.35,Ignore
ANKLESHWAR,4.35,Ignore
"BALANAGAR E-TAIL CENTRE",4.35,Ignore
"KOCHIN MINI HUB",4.33,Ignore
NIDA,4.26,Important
PNYX,4.18,Important
AMRITSAR,4.17,Ignore
"BOM/MAZ-TML, Mumbai, MAHARASHTRA",4.17,Ignore
"CCU/TOL, Kolkata, WEST BENGAL",4.17,Ignore
CHITTOOR,4.17,Ignore
"ETAIL PANVEL WAREHOUSE",4.17,Ignore
"IDR/LAS, Indore, MADHYA PRADESH",4.17,Ignore
VADAPALANI,4.17,Ignore
JLND,4.15,Ignore
"KOCHIN HUB",4.11,Important
BBNE,4.10,Ignore
SKHX,4.07,Important
Hyderabad,4.02,Important
DMLR,4.01,Ignore
DAMMAIGUDA,4.00,Ignore
"DilshadGardenHub_DEL Delhi",4.00,Ignore
"PNJ/HUB, Porvorim, GOA",4.00,Ignore
PALANPUR,4.00,Ignore
GOMN,3.96,Ignore
"DOMBIVALI BDEL",3.94,Ignore
SHILLONG,3.92,Ignore
"THN/GHO, Thane, MAHARASHTRA",3.88,Ignore
Ahmedabad,3.88,Ignore
Vijayawada,3.85,Ignore
Palghar,3.85,Ignore
"CAR/NGN, Chandigarh, CHANDIGARH",3.85,Ignore
"DEHRADUN EXPANSION",3.85,Ignore
"Dharmshala, Dharmshala, HIMACHAL PRADESH",3.85,Ignore
"BASHEERBAGH E-TAIL CENTRE",3.77,Ignore
SAKINAKA,3.77,Ignore
"GURUGRAM - GGN",3.73,Ignore
DURGAPUR,3.70,Important
"KALYANI BDEL",3.70,Ignore
QUEPEM,3.70,Ignore
SHIVAMOGGA,3.70,Ignore
ADAJAN,3.70,Ignore
ALUWA,3.70,Ignore
"Ludhiana, Punjab, IN",3.70,Ignore
"NBM/NRL, Navi Mumbai, MAHARASHTRA",3.70,Ignore
FKL_mhmalur,3.65,Ignore
CHANDRAPUR,3.64,Ignore
"KANPUR OFFICE",3.57,Ignore
KELAMBAKKAM,3.57,Ignore
"NawadaHub_DEL Delhi",3.57,Ignore
OOTY,3.57,Ignore
ANJAR,3.57,Ignore
BERHAMPORE,3.57,Ignore
"DEL/SDL-EHV, New Delhi, DELHI",3.51,Ignore
